signal_bar_open_utc,decision_available_utc,session_date,spot,event_family,events,campaign_health,phase_confidence,weakness_count,partition,symbol,anchor_id
2024-12-02T20:30:00+00:00,2024-12-02T20:45:00+00:00,2024-12-02,357.8625,CONTINUATION,ADD,100.0,77.0,0.0,DISCOVERY,TSLA,TSLA-PR-0007
2024-12-03T19:30:00+00:00,2024-12-03T19:45:00+00:00,2024-12-03,52.495,CONTINUATION,ADD,99.0,80.0,0.0,DISCOVERY,RBLX,RBLX-PR-0007
2024-12-04T20:45:00+00:00,2024-12-04T21:00:00+00:00,2024-12-04,26.33,ENTRY_FORMING,IGNITION,100.0,73.0,0.0,DISCOVERY,U,U-PR-0007
2024-12-05T17:45:00+00:00,2024-12-05T18:00:00+00:00,2024-12-05,343.7,CONTINUATION,ADD,99.0,82.0,0.0,DISCOVERY,LULU,LULU-PR-0006
2024-12-11T20:30:00+00:00,2024-12-11T20:45:00+00:00,2024-12-11,90.775,CONTINUATION,ADD,100.0,77.0,0.0,DISCOVERY,PYPL,PYPL-PR-0009
2024-12-12T14:30:00+00:00,2024-12-12T14:45:00+00:00,2024-12-12,29.19,ENTRY_FORMING,STRONG START,98.0,66.0,0.0,DISCOVERY,GME,GME-PR-0008
2024-12-13T19:30:00+00:00,2024-12-13T19:45:00+00:00,2024-12-13,604.45,CONTINUATION,RELOAD,65.0,42.0,0.0,DISCOVERY,SPY,SPY-PR-0008
2024-12-20T20:15:00+00:00,2024-12-20T20:30:00+00:00,2024-12-20,59.73,ENTRY_FORMING,STRONG START,31.0,20.0,9.0,DISCOVERY,RBLX,RBLX-PR-0008
2024-12-20T20:30:00+00:00,2024-12-20T20:45:00+00:00,2024-12-20,381.5,ENTRY_FORMING,STRONG START,96.0,62.0,0.0,DISCOVERY,LULU,LULU-PR-0007
2024-12-26T20:15:00+00:00,2024-12-26T20:30:00+00:00,2024-12-26,8.945,CONTINUATION,RELOAD,40.0,35.0,0.0,DISCOVERY,VALE,VALE-PR-0006
2024-12-26T20:45:00+00:00,2024-12-26T21:00:00+00:00,2024-12-26,24.17,CONTINUATION,ADD,99.0,79.0,0.0,DISCOVERY,U,U-PR-0008
2024-12-27T20:15:00+00:00,2024-12-27T20:30:00+00:00,2024-12-27,386.3915,CONTINUATION,ADD,96.0,71.0,0.0,DISCOVERY,LULU,LULU-PR-0008
2024-12-31T15:15:00+00:00,2024-12-31T15:30:00+00:00,2024-12-31,32.38,ENTRY_FORMING,STRONG START,72.0,49.0,3.0,DISCOVERY,GME,GME-PR-0009
2025-01-03T20:30:00+00:00,2025-01-03T20:45:00+00:00,2025-01-03,87.49,ENTRY_FORMING,STRONG START,98.0,64.0,0.0,DISCOVERY,PYPL,PYPL-PR-0010
2025-01-07T19:00:00+00:00,2025-01-07T19:15:00+00:00,2025-01-07,60.975,CONTINUATION,RELOAD,56.0,47.0,0.0,DISCOVERY,RBLX,RBLX-PR-0009
2025-01-07T20:00:00+00:00,2025-01-07T20:15:00+00:00,2025-01-07,33.4599,CONTINUATION,ADD,100.0,85.0,0.0,DISCOVERY,GME,GME-PR-0010
2025-01-08T19:15:00+00:00,2025-01-08T19:30:00+00:00,2025-01-08,590.2716,ENTRY_FORMING,STRONG START,76.0,52.0,0.0,DISCOVERY,SPY,SPY-PR-0009
2025-01-08T20:00:00+00:00,2025-01-08T20:15:00+00:00,2025-01-08,23.24,ENTRY_FORMING,STRONG START,81.0,63.0,0.0,DISCOVERY,U,U-PR-0009
2025-01-13T17:15:00+00:00,2025-01-13T17:30:00+00:00,2025-01-13,395.92,CONTINUATION,RELOAD,0.0,18.0,0.0,DISCOVERY,TSLA,TSLA-PR-0008
2025-01-15T14:45:00+00:00,2025-01-15T15:00:00+00:00,2025-01-15,8.665,ENTRY_FORMING,STRONG START,96.0,64.0,0.0,DISCOVERY,VALE,VALE-PR-0007
2025-01-15T20:30:00+00:00,2025-01-15T20:45:00+00:00,2025-01-15,63.57,ENTRY_FORMING,STRONG START,100.0,67.0,0.0,DISCOVERY,RBLX,RBLX-PR-0010
2025-01-30T14:30:00+00:00,2025-01-30T14:45:00+00:00,2025-01-30,395.65,ENTRY_FORMING,STRONG START,79.0,56.0,0.0,DISCOVERY,TSLA,TSLA-PR-0009
2025-01-30T15:45:00+00:00,2025-01-30T16:00:00+00:00,2025-01-30,89.715,CONTINUATION,ADD,91.0,68.0,0.0,DISCOVERY,PYPL,PYPL-PR-0011
2025-01-30T20:00:00+00:00,2025-01-30T20:15:00+00:00,2025-01-30,606.0805,CONTINUATION,ADD,99.0,74.0,0.0,DISCOVERY,SPY,SPY-PR-0010
2025-02-03T20:15:00+00:00,2025-02-03T20:30:00+00:00,2025-02-03,9.345,ENTRY_FORMING,STRONG START,98.0,65.0,0.0,DISCOVERY,VALE,VALE-PR-0008
2025-02-03T20:30:00+00:00,2025-02-03T20:45:00+00:00,2025-02-03,89.255,ENTRY_FORMING,STRONG START,95.0,64.0,0.0,DISCOVERY,PYPL,PYPL-PR-0012
2025-02-04T14:30:00+00:00,2025-02-04T14:45:00+00:00,2025-02-04,415.635,ENTRY_FORMING,STRONG START,90.0,62.0,0.0,DISCOVERY,LULU,LULU-PR-0009
2025-02-04T16:00:00+00:00,2025-02-04T16:15:00+00:00,2025-02-04,9.385,CONTINUATION,ADD,93.0,65.0,0.0,DISCOVERY,VALE,VALE-PR-0009
2025-02-10T14:30:00+00:00,2025-02-10T14:45:00+00:00,2025-02-10,21.35,ENTRY_FORMING,STRONG START,77.0,54.0,0.0,DISCOVERY,U,U-PR-0010
2025-02-11T19:45:00+00:00,2025-02-11T20:00:00+00:00,2025-02-11,66.09,ENTRY_FORMING,STRONG START,88.0,59.0,0.0,DISCOVERY,RBLX,RBLX-PR-0011
2025-02-14T18:30:00+00:00,2025-02-14T18:45:00+00:00,2025-02-14,353.61,CONTINUATION,RELOAD,32.0,27.0,5.0,DISCOVERY,TSLA,TSLA-PR-0010
2025-02-19T19:00:00+00:00,2025-02-19T19:15:00+00:00,2025-02-19,9.74,CONTINUATION,RELOAD,34.0,38.0,0.0,DISCOVERY,VALE,VALE-PR-0010
2025-02-20T18:00:00+00:00,2025-02-20T18:15:00+00:00,2025-02-20,363.66,CONTINUATION,RELOAD,18.0,23.0,0.0,DISCOVERY,LULU,LULU-PR-0010
2025-02-20T19:45:00+00:00,2025-02-20T20:00:00+00:00,2025-02-20,609.86,ENTRY_FORMING,STRONG START,84.0,59.0,0.0,DISCOVERY,SPY,SPY-PR-0011
2025-02-27T15:15:00+00:00,2025-02-27T15:30:00+00:00,2025-02-27,25.12,ENTRY_FORMING,STRONG START,81.0,53.0,0.0,DISCOVERY,GME,GME-PR-0011
2025-03-05T18:00:00+00:00,2025-03-05T18:15:00+00:00,2025-03-05,68.74,ENTRY_FORMING,CAMPAIGN START,78.0,50.0,0.0,DISCOVERY,PYPL,PYPL-PR-0013
2025-03-05T20:30:00+00:00,2025-03-05T20:45:00+00:00,2025-03-05,63.23,CONTINUATION,ADD,99.0,72.0,0.0,DISCOVERY,RBLX,RBLX-PR-0012
2025-03-12T19:30:00+00:00,2025-03-12T19:45:00+00:00,2025-03-12,21.77,ENTRY_FORMING,STRONG START,20.0,10.0,10.0,DISCOVERY,U,U-PR-0011
2025-03-12T19:45:00+00:00,2025-03-12T20:00:00+00:00,2025-03-12,248.28,ENTRY_FORMING,STRONG START,93.0,64.0,0.0,DISCOVERY,TSLA,TSLA-PR-0011
2025-03-14T13:30:00+00:00,2025-03-14T13:45:00+00:00,2025-03-14,558.215,CONTINUATION,RELOAD,50.0,42.0,0.0,DISCOVERY,SPY,SPY-PR-0012
2025-03-17T19:45:00+00:00,2025-03-17T20:00:00+00:00,2025-03-17,327.01,ENTRY_FORMING,STRONG START,97.0,65.0,0.0,DISCOVERY,LULU,LULU-PR-0011
2025-03-18T16:15:00+00:00,2025-03-18T16:30:00+00:00,2025-03-18,10.0913,CONTINUATION,ADD,97.0,84.0,0.0,DISCOVERY,VALE,VALE-PR-0011
2025-03-18T17:45:00+00:00,2025-03-18T18:00:00+00:00,2025-03-18,21.245,CONTINUATION,RELOAD,16.0,24.0,0.0,DISCOVERY,U,U-PR-0012
2025-03-20T14:00:00+00:00,2025-03-20T14:15:00+00:00,2025-03-20,70.6,CONTINUATION,ADD,100.0,81.0,0.0,DISCOVERY,PYPL,PYPL-PR-0014
2025-03-21T13:45:00+00:00,2025-03-21T14:00:00+00:00,2025-03-21,58.87,ENTRY_FORMING,STRONG START,62.0,41.0,5.0,DISCOVERY,RBLX,RBLX-PR-0013
2025-03-25T19:00:00+00:00,2025-03-25T19:15:00+00:00,2025-03-25,25.433,ENTRY_FORMING,STRONG START,17.0,10.0,11.0,DISCOVERY,GME,GME-PR-0012
2025-03-26T13:30:00+00:00,2025-03-26T13:45:00+00:00,2025-03-26,283.44,CONTINUATION,ADD,100.0,81.0,0.0,DISCOVERY,TSLA,TSLA-PR-0012
2025-04-01T13:30:00+00:00,2025-04-01T13:45:00+00:00,2025-04-01,65.49,ENTRY_FORMING,STRONG START,89.0,58.0,0.0,DISCOVERY,PYPL,PYPL-PR-0015
2025-04-01T19:45:00+00:00,2025-04-01T20:00:00+00:00,2025-04-01,561.03,ENTRY_FORMING,STRONG START,91.0,63.0,0.0,DISCOVERY,SPY,SPY-PR-0013
2025-04-02T19:30:00+00:00,2025-04-02T19:45:00+00:00,2025-04-02,22.59,CONTINUATION,RELOAD,39.0,36.0,0.0,DISCOVERY,GME,GME-PR-0013
2025-04-02T19:30:00+00:00,2025-04-02T19:45:00+00:00,2025-04-02,10.0299,ENTRY_FORMING,STRONG START,79.0,55.0,0.0,DISCOVERY,VALE,VALE-PR-0012
2025-04-07T19:30:00+00:00,2025-04-07T19:45:00+00:00,2025-04-07,262.52,ENTRY_FORMING,CAMPAIGN START,50.0,35.0,5.0,DISCOVERY,LULU,LULU-PR-0012
2025-04-09T17:00:00+00:00,2025-04-09T17:15:00+00:00,2025-04-09,17.38,ENTRY_FORMING,STRONG START,87.0,60.0,0.0,DISCOVERY,U,U-PR-0013
2025-04-11T19:45:00+00:00,2025-04-11T20:00:00+00:00,2025-04-11,252.18,ENTRY_FORMING,STRONG START,86.0,59.0,1.0,DISCOVERY,TSLA,TSLA-PR-0013
2025-04-14T19:15:00+00:00,2025-04-14T19:30:00+00:00,2025-04-14,260.2,CONTINUATION,ADD,44.0,29.0,5.0,DISCOVERY,LULU,LULU-PR-0013
2025-04-15T14:15:00+00:00,2025-04-15T14:30:00+00:00,2025-04-15,59.01,CONTINUATION,ADD,96.0,68.0,0.0,DISCOVERY,RBLX,RBLX-PR-0014
2025-04-17T13:30:00+00:00,2025-04-17T13:45:00+00:00,2025-04-17,26.45,CONTINUATION,RELOAD,25.0,34.0,0.0,DISCOVERY,GME,GME-PR-0014
2025-04-22T19:45:00+00:00,2025-04-22T20:00:00+00:00,2025-04-22,61.41,ENTRY_FORMING,STRONG START,99.0,67.0,0.0,DISCOVERY,PYPL,PYPL-PR-0016
2025-04-24T13:45:00+00:00,2025-04-24T14:00:00+00:00,2025-04-24,21.59,CONTINUATION,ADD,94.0,75.0,1.0,DISCOVERY,U,U-PR-0014
2025-04-28T13:30:00+00:00,2025-04-28T13:45:00+00:00,2025-04-28,9.5444,CONTINUATION,RELOAD,41.0,36.0,0.0,DISCOVERY,VALE,VALE-PR-0013
2025-04-28T19:00:00+00:00,2025-04-28T19:15:00+00:00,2025-04-28,64.645,CONTINUATION,RELOAD,38.0,41.0,0.0,DISCOVERY,PYPL,PYPL-PR-0017
2025-04-29T17:45:00+00:00,2025-04-29T18:00:00+00:00,2025-04-29,554.7325,CONTINUATION,ADD,100.0,81.0,0.0,DISCOVERY,SPY,SPY-PR-0014
2025-05-02T19:00:00+00:00,2025-05-02T19:15:00+00:00,2025-05-02,276.1,CONTINUATION,ADD,100.0,82.0,0.0,DISCOVERY,LULU,LULU-PR-0014
2025-05-02T19:45:00+00:00,2025-05-02T20:00:00+00:00,2025-05-02,9.37,ENTRY_FORMING,CAMPAIGN START,93.0,60.0,0.0,DISCOVERY,VALE,VALE-PR-0014
2025-05-06T18:15:00+00:00,2025-05-06T18:30:00+00:00,2025-05-06,275.0,CONTINUATION,RELOAD,58.0,39.0,0.0,DISCOVERY,TSLA,TSLA-PR-0014
2025-05-07T19:30:00+00:00,2025-05-07T19:45:00+00:00,2025-05-07,561.96,ENTRY_FORMING,STRONG START,84.0,60.0,0.0,DISCOVERY,SPY,SPY-PR-0015
2025-05-08T13:30:00+00:00,2025-05-08T13:45:00+00:00,2025-05-08,26.322,ENTRY_FORMING,STRONG START,77.0,53.0,0.0,DISCOVERY,GME,GME-PR-0015
2025-05-09T19:45:00+00:00,2025-05-09T20:00:00+00:00,2025-05-09,298.1017,ENTRY_FORMING,STRONG START,100.0,82.0,0.0,DISCOVERY,TSLA,TSLA-PR-0015
2025-05-12T13:30:00+00:00,2025-05-12T13:45:00+00:00,2025-05-12,72.135,ENTRY_FORMING,STRONG START,94.0,64.0,0.0,DISCOVERY,RBLX,RBLX-PR-0015
2025-05-12T13:30:00+00:00,2025-05-12T13:45:00+00:00,2025-05-12,21.82,CONTINUATION,RELOAD,5.0,23.0,0.0,DISCOVERY,U,U-PR-0015
2025-05-12T19:30:00+00:00,2025-05-12T19:45:00+00:00,2025-05-12,73.61,CONTINUATION,ADD,98.0,71.0,0.0,DISCOVERY,RBLX,RBLX-PR-0016
2025-05-15T19:00:00+00:00,2025-05-15T19:15:00+00:00,2025-05-15,317.7,CONTINUATION,ADD,96.0,84.0,0.0,DISCOVERY,LULU,LULU-PR-0015
2025-05-16T14:00:00+00:00,2025-05-16T14:15:00+00:00,2025-05-16,21.48,ENTRY_FORMING,STRONG START,89.0,58.0,0.0,DISCOVERY,U,U-PR-0016
2025-05-20T13:30:00+00:00,2025-05-20T13:45:00+00:00,2025-05-20,350.08,CONTINUATION,RELOAD,93.0,63.0,0.0,DISCOVERY,TSLA,TSLA-PR-0016
2025-05-21T13:45:00+00:00,2025-05-21T14:00:00+00:00,2025-05-21,72.81,CONTINUATION,RELOAD,68.0,53.0,1.0,DISCOVERY,PYPL,PYPL-PR-0018
2025-05-21T15:00:00+00:00,2025-05-21T15:15:00+00:00,2025-05-21,591.985,CONTINUATION,RELOAD,29.0,32.0,0.0,DISCOVERY,SPY,SPY-PR-0016
2025-05-27T13:45:00+00:00,2025-05-27T14:00:00+00:00,2025-05-27,33.72,CONTINUATION,ADD,100.0,81.0,0.0,DISCOVERY,GME,GME-PR-0016
2025-05-30T19:30:00+00:00,2025-05-30T19:45:00+00:00,2025-05-30,317.13,ENTRY_FORMING,STRONG START,85.0,58.0,0.0,DISCOVERY,LULU,LULU-PR-0016
2025-06-02T19:45:00+00:00,2025-06-02T20:00:00+00:00,2025-06-02,9.275,ENTRY_FORMING,STRONG START,87.0,59.0,0.0,DISCOVERY,VALE,VALE-PR-0015
2025-06-03T18:45:00+00:00,2025-06-03T19:00:00+00:00,2025-06-03,89.94,CONTINUATION,ADD,100.0,80.0,0.0,DISCOVERY,RBLX,RBLX-PR-0017
2025-06-03T19:30:00+00:00,2025-06-03T19:45:00+00:00,2025-06-03,595.94,ENTRY_FORMING,STRONG START,100.0,67.0,0.0,DISCOVERY,SPY,SPY-PR-0017
2025-06-11T19:15:00+00:00,2025-06-11T19:30:00+00:00,2025-06-11,95.8,ENTRY_FORMING,STRONG START,96.0,65.0,0.0,DISCOVERY,RBLX,RBLX-PR-0018
2025-06-12T16:00:00+00:00,2025-06-12T16:15:00+00:00,2025-06-12,329.9299,ENTRY_FORMING,STRONG START,98.0,66.0,0.0,DISCOVERY,TSLA,TSLA-PR-0017
2025-06-12T18:30:00+00:00,2025-06-12T18:45:00+00:00,2025-06-12,74.815,ENTRY_FORMING,CAMPAIGN START,93.0,59.0,0.0,DISCOVERY,PYPL,PYPL-PR-0019
2025-06-23T16:30:00+00:00,2025-06-23T16:45:00+00:00,2025-06-23,350.29,CONTINUATION,ADD,93.0,70.0,0.0,DISCOVERY,TSLA,TSLA-PR-0018
2025-06-24T13:30:00+00:00,2025-06-24T13:45:00+00:00,2025-06-24,9.165,ENTRY_FORMING,STRONG START,87.0,55.0,0.0,DISCOVERY,VALE,VALE-PR-0016
2025-06-24T18:45:00+00:00,2025-06-24T19:00:00+00:00,2025-06-24,23.195,ENTRY_FORMING,STRONG START,77.0,57.0,0.0,DISCOVERY,GME,GME-PR-0017
2025-06-24T19:45:00+00:00,2025-06-24T20:00:00+00:00,2025-06-24,24.04,ENTRY_FORMING,STRONG START,99.0,65.0,0.0,DISCOVERY,U,U-PR-0017
2025-06-26T16:15:00+00:00,2025-06-26T16:30:00+00:00,2025-06-26,231.1638,CONTINUATION,RELOAD,35.0,31.0,0.0,DISCOVERY,LULU,LULU-PR-0017
2025-06-27T18:30:00+00:00,2025-06-27T18:45:00+00:00,2025-06-27,24.0225,CONTINUATION,ADD,88.0,68.0,0.0,DISCOVERY,U,U-PR-0018
2025-06-27T19:15:00+00:00,2025-06-27T19:30:00+00:00,2025-06-27,9.665,CONTINUATION,ADD,94.0,76.0,0.0,DISCOVERY,VALE,VALE-PR-0017
2025-06-30T17:30:00+00:00,2025-06-30T17:45:00+00:00,2025-06-30,24.005,CONTINUATION,ADD,97.0,72.0,0.0,DISCOVERY,GME,GME-PR-0018
2025-06-30T18:00:00+00:00,2025-06-30T18:15:00+00:00,2025-06-30,104.5611,CONTINUATION,RELOAD,35.0,36.0,0.0,DISCOVERY,RBLX,RBLX-PR-0019
2025-07-02T14:45:00+00:00,2025-07-02T15:00:00+00:00,2025-07-02,618.74,CONTINUATION,ADD,99.0,75.0,0.0,DISCOVERY,SPY,SPY-PR-0018
2025-07-09T19:15:00+00:00,2025-07-09T19:30:00+00:00,2025-07-09,623.6,ENTRY_FORMING,STRONG START,99.0,67.0,0.0,DISCOVERY,SPY,SPY-PR-0019
2025-07-10T14:15:00+00:00,2025-07-10T14:30:00+00:00,2025-07-10,75.41,ENTRY_FORMING,STRONG START,0.0,0.0,19.0,DISCOVERY,PYPL,PYPL-PR-0020
2025-07-17T19:30:00+00:00,2025-07-17T19:45:00+00:00,2025-07-17,73.955,CONTINUATION,ADD,32.0,34.0,5.0,DISCOVERY,PYPL,PYPL-PR-0021
